customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Country,Region,ProfitabilityScore,CPI,CLV
1536-Hbswp,Female,0,No,No,1,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,49.9,49.9,No,Singapore,Asia,13.33,0.1333,59.879999999999995
5313-Fpxwg,Male,0,No,No,51,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Automatic),24.6,1266.4,No,Canada,North America,38.92,0.3892,1505.5200000000002
0067-Dkwbl,Male,1,No,No,2,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,49.25,91.1,Yes,India,Asia,13.87,0.06935,78.80000000000001
0946-Fkytx,Male,0,No,No,52,No,No Phone Service,Dsl,No,Yes,No,No,No,No,One Year,No,Mailed Check,30.1,1623.4,No,India,Asia,42.1,0.42100000000000004,1878.24
5076-Yvxcm,Male,0,No,No,51,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),83.4,4149.45,No,UK,Europe,63.74,0.6374,5104.080000000001
8262-Coggb,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.45,20.45,No,Canada,North America,5.79,0.0579,24.54
6663-Jocqo,Male,0,Yes,Yes,31,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),75.25,2344.5,No,Singapore,Asia,44.33,0.44329999999999997,2799.2999999999997
9620-Qjrev,Male,0,No,Yes,47,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),20.55,1013.05,No,Australia,Oceania,34.8,0.348,1159.02
2276-Ydavz,Female,0,No,No,3,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),75.1,270.7,Yes,India,Asia,21.57,0.10785,180.24
2682-Kevrp,Female,1,No,No,22,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,20.05,417.0,No,Singapore,Asia,18.73,0.1873,529.32
2480-Jzosn,Female,0,Yes,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.65,20.65,No,India,Asia,5.84,0.0584,24.779999999999998
0078-Xzmht,Male,0,Yes,No,72,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),85.15,6316.2,No,India,Asia,83.33,0.8332999999999999,7356.96
5896-Npfww,Male,0,Yes,Yes,3,Yes,No,Dsl,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,50.15,168.15,Yes,India,Asia,14.92,0.0746,120.36
9978-Hycin,Male,1,Yes,Yes,47,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),84.95,4018.05,No,Australia,Oceania,61.45,0.6145,4791.18
8338-Qiunr,Male,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,No,Two Year,Yes,Credit Card (Automatic),66.5,4811.6,No,Canada,North America,73.42,0.7342,5745.599999999999
1525-Lnloj,Male,0,Yes,Yes,66,Yes,Yes,Dsl,No,No,Yes,No,Yes,No,Two Year,Yes,Bank Transfer (Automatic),63.3,4189.7,No,Australia,Oceania,67.13,0.6713,5013.36
9450-Trjuu,Male,0,No,No,35,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,83.15,2848.45,No,USA,North America,50.29,0.5029,3492.2999999999997
1766-Gknmi,Male,0,No,No,29,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,84.9,2516.2,No,Singapore,Asia,46.25,0.4625,2954.5200000000004
6942-Lbfdp,Female,0,No,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.55,33.6,No,Canada,North America,6.42,0.0642,49.32
1456-Twcgb,Male,0,No,No,4,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Mailed Check,49.25,208.45,No,Canada,North America,15.38,0.15380000000000002,236.39999999999998
7133-Vbdcg,Female,0,No,No,25,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),79.85,2015.35,Yes,Canada,North America,41.02,0.2051,1597.0
7596-Zywbb,Female,0,No,No,65,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Two Year,Yes,Mailed Check,59.6,3739.8,No,Canada,North America,64.09,0.6409,4648.8
8329-Utmvm,Male,1,No,No,27,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),104.65,2964.0,No,Australia,Oceania,51.68,0.5168,3390.6600000000003
3014-Wjksm,Male,0,Yes,No,29,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),75.3,2263.4,No,Canada,North America,42.95,0.42950000000000005,2620.4399999999996
3347-Yjzze,Male,0,Yes,Yes,29,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),80.1,2211.8,No,UK,Europe,43.99,0.4399,2787.4799999999996
1029-Qfben,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.55,19.55,Yes,Singapore,Asia,5.56,0.0278,15.64
7929-Dmbcv,Female,0,Yes,No,20,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Mailed Check,81.0,1683.7,No,Canada,North America,37.39,0.3739,1944.0
9661-Jalzv,Female,0,No,No,58,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),24.7,1519.0,No,Singapore,Asia,43.71,0.4371,1719.12
5433-Kyghe,Female,0,No,Yes,14,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,86.0,1164.05,No,UK,Europe,33.53,0.3353,1444.8
4312-Kfrxn,Male,0,Yes,No,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,25.4,1710.9,No,UK,Europe,52.33,0.5233,2194.56
5575-Tpizq,Male,0,No,No,46,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),89.15,4245.55,No,Singapore,Asia,62.74,0.6274000000000001,4921.080000000001
0114-Igabw,Female,0,Yes,No,71,No,No Phone Service,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),58.25,4145.9,No,India,Asia,68.48,0.6848000000000001,4962.9
9944-Aexbm,Male,0,No,No,32,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),85.65,2664.3,No,USA,North America,48.62,0.48619999999999997,3288.96
1853-Araaq,Female,0,No,No,26,No,No Phone Service,Dsl,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),50.35,1277.5,No,India,Asia,31.58,0.31579999999999997,1570.92
6952-Omnwb,Male,1,Yes,No,68,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),80.35,5589.3,No,India,Asia,77.38,0.7737999999999999,6556.559999999999
4697-Lupsu,Male,0,Yes,Yes,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.2,34.75,No,Australia,Oceania,6.33,0.0633,48.48
8434-Vgeqq,Male,0,Yes,Yes,61,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),20.55,1305.95,No,India,Asia,43.59,0.4359,1504.26
4952-Ysogz,Female,0,Yes,Yes,4,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,85.95,381.3,Yes,Canada,North America,25.25,0.12625,275.04
1589-Agtlk,Male,0,No,No,3,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,45.35,141.5,Yes,Australia,Oceania,13.61,0.06805,108.84000000000002
5244-Irfih,Male,1,Yes,No,33,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,94.5,3105.55,Yes,Australia,Oceania,52.93,0.26465,2494.8
6549-Ymfaw,Male,1,Yes,No,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,21.25,204.55,No,UK,Europe,11.08,0.1108,229.5
4950-Hkqte,Female,0,No,No,22,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,26.25,605.9,No,India,Asia,20.95,0.2095,693.0
6786-Obwqr,Female,0,Yes,Yes,5,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,80.85,356.1,No,UK,Europe,24.43,0.2443,485.09999999999997
2684-Eiweo,Female,1,No,No,30,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Credit Card (Automatic),91.7,2758.15,Yes,Singapore,Asia,49.36,0.2468,2200.8
2753-Jmmcv,Male,0,No,No,65,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card (Automatic),74.2,4805.65,No,USA,North America,71.46,0.7145999999999999,5787.599999999999
6439-Gtpca,Female,0,No,No,45,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,87.25,3941.7,Yes,Australia,Oceania,60.66,0.30329999999999996,3141.0
6621-Yobki,Male,0,No,No,5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.35,92.75,No,Singapore,Asia,8.24,0.0824,122.1
1216-Jwvux,Male,0,Yes,Yes,25,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.5,1901.05,No,Singapore,Asia,39.53,0.3953,2265.0
7564-Ghcvb,Female,0,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Two Year,No,Bank Transfer (Automatic),79.05,5730.7,No,Canada,North America,79.77,0.7977,6829.919999999999
1173-Noeyg,Female,0,Yes,No,27,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),90.15,2423.4,No,USA,North America,46.15,0.46149999999999997,2920.86
7595-Ehcdl,Male,0,Yes,Yes,32,No,No Phone Service,Dsl,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),50.6,1653.45,No,Singapore,Asia,36.27,0.3627,1943.04
6647-Zedxt,Female,0,No,No,30,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),110.45,3327.05,No,Singapore,Asia,56.06,0.5606,3976.2
2521-Npuzr,Male,0,Yes,No,70,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card (Automatic),101.0,7085.5,No,USA,North America,88.88,0.8887999999999999,8484.0
1307-Tvufb,Male,1,No,No,42,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),79.35,3344.1,No,USA,North America,54.93,0.5493,3999.24
7503-Mioga,Female,1,Yes,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),89.85,6697.35,No,Singapore,Asia,85.83,0.8583,7763.039999999999
4381-Mhqdc,Female,0,No,No,47,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,No,Two Year,Yes,Mailed Check,65.0,2879.9,No,USA,North America,52.48,0.5247999999999999,3666.0
6923-Jhpmp,Female,0,No,No,2,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,80.45,137.1,No,Singapore,Asia,21.91,0.2191,193.08
5138-Wvkyj,Male,0,No,No,10,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,98.55,1008.55,Yes,Singapore,Asia,33.94,0.1697,788.4000000000001
4018-Ppndw,Female,0,Yes,Yes,61,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,24.1,1551.6,No,Canada,North America,45.34,0.4534,1764.1200000000001
1635-Fjfcc,Female,0,No,No,5,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),44.05,202.15,No,India,Asia,14.6,0.146,264.3
2499-Ajyua,Female,1,Yes,No,72,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),110.8,7882.25,No,Singapore,Asia,95.22,0.9521999999999999,9573.119999999999
6919-Elbgl,Male,1,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),114.95,8196.4,No,UK,Europe,97.35,0.9734999999999999,9931.679999999998
3966-Hrmza,Female,1,No,No,3,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,No,Mailed Check,75.05,202.9,No,Australia,Oceania,21.33,0.2133,270.17999999999995
6425-Jwtdv,Male,0,Yes,No,48,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.25,855.1,No,India,Asia,34.48,0.3448,1108.8
8405-Igqfx,Female,0,No,No,63,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card (Automatic),90.05,5817.0,No,India,Asia,77.84,0.7784,6807.78
8224-Ivvpa,Female,0,No,No,27,Yes,No,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,56.7,1652.95,No,India,Asia,35.03,0.3503,1837.0800000000002
9477-Lgwqi,Male,0,Yes,Yes,70,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),80.15,5600.15,No,Canada,North America,78.48,0.7848,6732.599999999999
1410-Rscmr,Male,0,Yes,Yes,7,Yes,No,Dsl,Yes,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),71.35,515.75,No,Singapore,Asia,23.7,0.237,599.3399999999999
3115-Czmzd,Male,0,No,Yes,0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.25,0.0,No,Canada,North America,5.12,0.0512,0.0
0139-Ivfjg,Female,0,Yes,No,2,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,No,Electronic Check,90.35,190.5,No,Singapore,Asia,24.59,0.2459,216.83999999999997
6683-Vlctz,Male,1,No,No,20,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,98.55,1842.8,Yes,Canada,North America,42.37,0.21184999999999998,1576.8000000000002
5730-Dbdsi,Male,0,No,No,66,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),19.7,1253.8,No,Canada,North America,45.97,0.4597,1560.24
0030-Fnxpp,Female,0,No,No,3,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.85,57.2,No,Australia,Oceania,6.88,0.0688,71.46000000000001
2189-Wwoew,Female,0,No,Yes,15,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),85.9,1269.55,Yes,UK,Europe,34.42,0.1721,1030.8
5684-Fjvyr,Female,0,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),90.35,6563.4,No,Canada,North America,85.5,0.855,7806.24
4013-Guxnd,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.8,20.8,No,Australia,Oceania,5.88,0.0588,24.96
1894-Igfsg,Female,0,No,No,22,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,89.25,1907.85,Yes,USA,North America,41.36,0.20679999999999998,1570.8000000000002
7379-Pokdz,Male,0,Yes,No,3,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.3,208.85,Yes,UK,Europe,20.15,0.10074999999999999,168.72
1266-Nzyui,Female,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,No,Two Year,No,Bank Transfer (Automatic),66.85,4758.8,No,Canada,North America,73.33,0.7333,5775.839999999999
7969-Ffowg,Male,0,Yes,Yes,65,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.9,1292.6,No,India,Asia,45.6,0.456,1552.2
4718-Dhsmv,Female,0,No,No,11,No,No Phone Service,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,35.8,363.15,No,USA,North America,16.41,0.1641,472.55999999999995
5175-Wlyxl,Male,0,No,No,22,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,78.85,1600.25,No,USA,North America,37.67,0.37670000000000003,2081.64
7817-Omjna,Male,0,No,No,14,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),20.4,275.7,No,Australia,Oceania,13.88,0.1388,342.71999999999997
8728-Skjlr,Male,0,No,No,41,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,74.25,3089.1,No,USA,North America,52.21,0.5221,3653.1
3137-Nyqqi,Male,0,Yes,No,17,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,One Year,No,Mailed Check,64.8,1175.6,No,UK,Europe,29.88,0.2988,1321.9199999999998
7706-Dznkk,Male,0,No,No,11,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Credit Card (Automatic),20.45,237.3,No,Canada,North America,12.1,0.121,269.94
0236-Hfwsv,Male,0,No,No,15,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,93.35,1444.65,Yes,Canada,North America,36.91,0.18455,1120.2
3900-Aqphz,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.9,19.9,Yes,India,Asia,5.65,0.02825,15.92
5842-Pocop,Female,0,Yes,No,5,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,88.9,454.15,Yes,Australia,Oceania,26.81,0.13405,355.6
2037-Xjfup,Male,0,Yes,No,33,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,95.8,3036.75,Yes,India,Asia,53.03,0.26515,2529.1200000000003
8823-Rlpwl,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),110.65,8065.65,No,USA,North America,95.81,0.9581000000000001,9560.16
9505-Sqfsw,Female,0,Yes,Yes,3,No,No Phone Service,Dsl,No,Yes,No,No,No,Yes,Month-To-Month,No,Mailed Check,40.3,92.5,No,India,Asia,12.17,0.1217,145.07999999999998
7314-Oxenn,Male,0,No,No,2,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,82.0,184.65,Yes,UK,Europe,22.46,0.11230000000000001,131.20000000000002
3758-Ckoql,Female,0,Yes,No,59,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),107.0,6152.3,No,Canada,North America,81.06,0.8106,7575.599999999999
0322-Chqru,Male,0,No,No,2,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,45.35,89.5,Yes,USA,North America,12.88,0.0644,72.56
5676-Cflyy,Male,0,Yes,Yes,71,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),73.35,5154.5,No,India,Asia,75.78,0.7578,6249.419999999999
7521-Afhab,Female,0,Yes,Yes,5,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,44.8,220.45,No,Australia,Oceania,14.86,0.14859999999999998,268.8
0285-Inhln,Male,0,Yes,Yes,27,Yes,No,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),54.75,1510.3,No,UK,Europe,34.05,0.34049999999999997,1773.8999999999999
4678-Dvqeo,Female,0,No,No,1,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,52.2,52.2,Yes,UK,Europe,13.92,0.0696,41.760000000000005
5125-Cndsp,Male,0,No,Yes,63,No,No Phone Service,Dsl,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),40.6,2588.95,No,India,Asia,54.2,0.542,3069.36
0691-Ifbqw,Female,1,No,No,46,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,110.0,4874.8,Yes,Canada,North America,70.18,0.35090000000000005,4048.0
4992-Ltjne,Male,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,No,No,No,No,No,Two Year,No,Bank Transfer (Automatic),55.3,3983.6,No,India,Asia,67.73,0.6773,4777.92
2202-Outmo,Female,0,Yes,No,34,Yes,Yes,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),60.85,2003.6,No,USA,North America,41.18,0.4118,2482.68
0810-Bdhaw,Female,0,Yes,Yes,24,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,Yes,One Year,No,Electronic Check,78.4,1832.4,No,India,Asia,39.47,0.3947,2257.92
0229-Lfjaf,Male,0,No,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,No,Bank Transfer (Automatic),69.65,4908.25,No,UK,Europe,74.55,0.7454999999999999,6017.76
7131-Zqznk,Female,0,Yes,Yes,60,No,No Phone Service,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),59.85,3590.2,No,India,Asia,60.86,0.6086,4309.2
3442-Zhhcc,Male,0,No,No,68,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card (Automatic),76.9,5023.0,No,Canada,North America,74.56,0.7456,6275.040000000001
5726-Cvnya,Female,0,Yes,Yes,8,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,19.85,146.6,No,Australia,Oceania,9.97,0.09970000000000001,190.56
9871-Eleya,Female,0,No,Yes,34,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card (Automatic),67.65,2339.3,No,Singapore,Asia,44.06,0.44060000000000005,2760.1200000000003
4257-Gaesd,Female,0,No,No,6,No,No Phone Service,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),45.0,298.7,No,India,Asia,15.73,0.1573,324.0
5173-Wxoqv,Male,0,Yes,No,2,Yes,No,Dsl,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,64.2,143.65,No,Canada,North America,17.83,0.1783,154.08
2040-Obmlj,Male,0,No,No,31,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,No,Credit Card (Automatic),81.7,2548.65,No,Canada,North America,46.67,0.4667,3039.2400000000002
6286-Zhaok,Female,0,Yes,Yes,20,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Bank Transfer (Automatic),25.55,507.4,No,Australia,Oceania,19.32,0.1932,613.1999999999999
3807-Xhcjh,Female,0,Yes,Yes,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,20.0,20.0,No,UK,Europe,5.68,0.056799999999999996,24.0
3009-Jwmpu,Male,0,No,No,62,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,96.75,6125.4,Yes,Canada,North America,80.05,0.40025,4798.8
5671-Rqrlp,Female,1,Yes,No,70,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Credit Card (Automatic),75.65,5411.4,No,Canada,North America,76.69,0.7669,6354.599999999999
1450-Galxr,Female,0,No,No,10,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,98.5,1058.25,Yes,Canada,North America,34.1,0.1705,788.0
8859-Axjzp,Male,0,Yes,Yes,39,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,23.8,903.8,No,Canada,North America,30.8,0.308,1113.84
3174-Akmas,Female,0,Yes,No,46,Yes,No,Dsl,No,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card (Automatic),64.2,3009.5,No,USA,North America,52.17,0.5217,3543.84
3138-Bkyav,Male,0,No,No,6,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,85.35,489.45,Yes,USA,North America,26.59,0.13295,409.67999999999995
9926-Pjhdq,Female,0,Yes,Yes,72,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),76.8,5468.45,No,UK,Europe,78.29,0.7829,6635.5199999999995
7382-Dfjtu,Male,0,No,No,18,Yes,No,Dsl,No,No,Yes,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),55.2,1058.1,No,India,Asia,27.6,0.276,1192.32
2798-Nylmz,Male,0,Yes,No,71,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),108.55,7616.0,No,Canada,North America,93.18,0.9318000000000001,9248.46
4289-Dtdkw,Male,0,Yes,No,40,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,101.3,4113.1,Yes,Australia,Oceania,62.02,0.31010000000000004,3241.6000000000004
1820-Tqvev,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.55,69.55,Yes,India,Asia,18.37,0.09185,55.64
